Date,네이버,셀트리온,알테오젠,두산에너빌리티,portfolio,cumulative,peak,dd
2013-10-30,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-10-31,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-04,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-05,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-06,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-07,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-08,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-11,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-12,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-13,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-14,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-15,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-18,0.0,0.0,0.0,0.0,0.0,0.9921741959643026,1.0,-0.7825804035697437
2013-11-19,0.006690451271950621,0.0,0.0,0.0,0.006690451271950621,0.9988122890756884,1.0,-0.11877109243115802
2013-11-20,0.0,0.0,0.0,0.0,0.0,0.9988122890756884,1.0,-0.11877109243115802
2013-11-21,0.0,0.0,0.0,0.0,0.0,0.9988122890756884,1.0,-0.11877109243115802
2013-11-22,0.0,0.0,0.0,0.0,0.0,0.9988122890756884,1.0,-0.11877109243115802
2013-11-25,0.0,0.0,0.0,0.0,0.0,0.9988122890756884,1.0,-0.11877109243115802
2013-11-26,0.016672471459306493,0.0,0.0,0.0,0.016672471459306493,1.0154649584585074,1.0154649584585074,0.0
2013-11-27,0.0,0.0,0.0,0.0,0.0,1.0154649584585074,1.0154649584585074,0.0
2013-11-28,-0.0027686640420701743,0.0,0.0,0.0,-0.0027686640420701743,1.012653477142041,1.0154649584585074,-0.2768664042070179
2013-11-29,0.0,0.0,0.0,0.0,0.0,1.012653477142041,1.0154649584585074,-0.2768664042070179
2013-12-02,0.0,-0.012466955219817612,0.0,0.0,-0.012466955219817612,1.0000287715893186,1.0154649584585074,-1.5201102451256598
2013-12-03,-0.00781203424583618,0.0,0.0,0.0,-0.00781203424583618,0.9922165125788414,1.0154649584585074,-2.289438516416907
2013-12-04,0.0,-0.007661287740363698,0.0,0.0,-0.007661287740363698,0.9846148563752347,1.0154649584585074,-3.0380272432151303
2013-12-05,0.0,0.0,0.0,0.0,0.0,0.9846148563752347,1.0154649584585074,-3.0380272432151303
2013-12-06,0.010671141356100353,0.0,0.0,0.0,0.010671141356100353,0.9951218206889312,1.0154649584585074,-2.0033323257611384
2013-12-09,0.0,0.0,0.0,0.0,0.0,0.9951218206889312,1.0154649584585074,-2.0033323257611384
2013-12-10,-0.0022357010901223264,0.0,0.0,0.0,-0.0022357010901223264,0.9928970257496125,1.0154649584585074,-2.2224235825087844
2013-12-11,0.0,0.0,0.0,0.0,0.0,0.9928970257496125,1.0154649584585074,-2.2224235825087844
2013-12-12,0.0,0.0,0.0,0.0,0.0,0.9928970257496125,1.0154649584585074,-2.2224235825087844
2013-12-13,0.0,0.0,0.0,0.0,0.0,0.9928970257496125,1.0154649584585074,-2.2224235825087844
2013-12-16,0.0,0.0,0.0,0.0,0.0,0.9928970257496125,1.0154649584585074,-2.2224235825087844
2013-12-17,-0.000770397983421397,0.0,0.0,0.0,-0.000770397983421397,0.9921320998832299,1.0154649584585074,-2.297751230204646
2013-12-18,0.0,0.0,0.0,0.0,0.0,0.9921320998832299,1.0154649584585074,-2.297751230204646
2013-12-19,0.0,0.0,0.0,0.0,0.0,0.9921320998832299,1.0154649584585074,-2.297751230204646
2013-12-20,0.0,0.0,0.0,0.0,0.0,0.9921320998832299,1.0154649584585074,-2.297751230204646
2013-12-23,0.0,0.0,0.0,0.0,0.0,0.9921320998832299,1.0154649584585074,-2.297751230204646
2013-12-24,0.0,0.0,0.0,0.0,0.0,0.9921320998832299,1.0154649584585074,-2.297751230204646
2013-12-26,0.0,0.0,0.0,0.0022234283175026387,0.0022234283175026387,0.9943380344888136,1.0154649584585074,-2.080517283606197
2013-12-27,0.0011220375289528015,0.0,0.0,0.0,0.0011220375289528015,0.9954537190799754,1.0154649584585074,-1.970647949182746
2013-12-30,0.0,0.0,0.0,0.0,0.0,0.9954537190799754,1.0154649584585074,-1.970647949182746
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.9954537190799754,1.0154649584585074,-1.970647949182746
2014-01-03,0.0,3.520710799649602e-05,0.0,0.0,3.520710799649602e-05,0.9954887661265686,1.0154649584585074,-1.9671966191982642
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.9954887661265686,1.0154649584585074,-1.9671966191982642
2014-01-07,0.0,0.052638322998872604,0.0,-0.00054,0.052098322998872605,1.0473520614059797,1.0473520614059797,0.0
2014-01-08,0.0,0.0,0.0,0.0,0.0,1.0473520614059797,1.0473520614059797,0.0
2014-01-09,0.0,0.0,0.0,0.0027053079317174386,0.0027053079317174386,1.0501854712450018,1.0501854712450018,0.0
2014-01-10,0.0,0.0,0.0,0.0,0.0,1.0501854712450018,1.0501854712450018,0.0
2014-01-13,0.0,-0.0074477974902639535,0.0,0.0,-0.0074477974902639535,1.0423639025279516,1.0501854712450018,-0.744779749026396
2014-01-14,0.0,0.0,0.0,0.0,0.0,1.0423639025279516,1.0501854712450018,-0.744779749026396
2014-01-15,0.0,-0.005942183309768338,0.0,0.0023419354119439593,-0.0036002478978243786,1.0386111340791073,1.0501854712450018,-1.102123147083063
2014-01-16,0.0,0.0,0.0,0.0,0.0,1.0386111340791073,1.0501854712450018,-1.102123147083063
2014-01-17,0.0,0.0,0.0,-0.0018931555587630353,-0.0018931555587630353,1.0366448816372322,1.0501854712450018,-1.2893522123970298
2014-01-20,-0.003930350545142505,0.0,0.0,0.0,-0.003930350545142505,1.0325705038615702,1.0501854712450018,-1.6773196607403968
2014-01-21,0.0,0.0,0.0,0.0014194473353669477,0.0014194473353669477,1.0340361833118552,1.0501854712450018,-1.5377557941266833
2014-01-22,0.0,0.0,0.0,0.0,0.0,1.0340361833118552,1.0501854712450018,-1.5377557941266833
2014-01-23,0.0,-0.0069411431323753705,0.0,0.0,-0.0069411431323753705,1.0268587901594324,1.0501854712450018,-2.2211963242945574
2014-01-24,0.0,0.0,0.0,0.0,0.0,1.0268587901594324,1.0501854712450018,-2.2211963242945574
2014-01-27,0.0,0.0,0.0,0.0,0.0,1.0268587901594324,1.0501854712450018,-2.2211963242945574
2014-01-28,0.0,0.0,0.0,0.0,0.0,1.0268587901594324,1.0501854712450018,-2.2211963242945574
2014-01-29,0.0,0.0,0.0,-0.006917427510893539,-0.006917427510893539,1.0197555689145807,1.0501854712450018,-2.8975741108231325
2014-02-03,0.0,0.0,0.0,0.0,0.0,1.0197555689145807,1.0501854712450018,-2.8975741108231325
2014-02-04,0.0,0.0,0.0,0.0,0.0,1.0197555689145807,1.0501854712450018,-2.8975741108231325
2014-02-05,0.0,0.0,0.0,0.0,0.0,1.0197555689145807,1.0501854712450018,-2.8975741108231325
2014-02-06,0.007600880620070264,0.0,0.0,0.0,0.007600880620070264,1.0275066092555523,1.0501854712450018,-2.1595101637202836
2014-02-07,0.0,0.0,0.0,0.0,0.0,1.0275066092555523,1.0501854712450018,-2.1595101637202836
2014-02-10,0.0,0.0,0.0,0.0,0.0,1.0275066092555523,1.0501854712450018,-2.1595101637202836
2014-02-11,0.0,0.0,0.0,0.0,0.0,1.0275066092555523,1.0501854712450018,-2.1595101637202836
2014-02-12,0.0,0.0,0.0,0.0,0.0,1.0275066092555523,1.0501854712450018,-2.1595101637202836
2014-02-13,0.003417226638898345,0.0,0.0,0.0,0.003417226638898345,1.0310178322123444,1.0501854712450018,-1.8251670354888863
2014-02-14,0.0,0.0,0.0,0.0,0.0,1.0310178322123444,1.0501854712450018,-1.8251670354888863
2014-02-17,-0.0072039349933100535,0.0,0.0,0.0,-0.0072039349933100535,1.0235904467721433,1.0501854712450018,-2.5324121501442955
2014-02-18,0.0,0.0,0.0,0.0,0.0,1.0235904467721433,1.0501854712450018,-2.5324121501442955
2014-02-19,0.0,0.002290622193913219,0.0,0.0,0.002290622193913219,1.025935105766997,1.0501854712450018,-2.3091507302282412
2014-02-20,-0.0195743803278463,0.0,0.0,0.0,-0.0195743803278463,1.0058530618150245,1.0501854712450018,-4.221388568385062
2014-02-21,0.0,0.0,0.0,0.0,0.0,1.0058530618150245,1.0501854712450018,-4.221388568385062
2014-02-24,0.0,-0.008185450487560102,0.0,-0.0028669752847019,-0.011052425772262002,0.9947359455115116,1.0501854712450018,-5.279974561803305
2014-02-25,0.0,0.0,0.0,0.0,0.0,0.9947359455115116,1.0501854712450018,-5.279974561803305
2014-02-26,0.0,-0.0036694930402487993,0.0,0.0,-0.0036694930402487993,0.9910857688825718,1.0501854712450018,-5.627549035920952
2014-02-27,0.01764109604527115,0.0,0.0,0.0,0.01764109604527115,1.0085696081205306,1.0501854712450018,-3.9627155644359946
2014-02-28,0.0,0.0,0.0,0.0,0.0,1.0085696081205306,1.0501854712450018,-3.9627155644359946
2014-03-03,0.0038570088547241407,-0.011913257386970452,0.0,0.0,-0.008056248532246311,1.0004443206954414,1.0501854712450018,-4.736415796210925
2014-03-04,0.0,0.0,0.0,0.0,0.0,1.0004443206954414,1.0501854712450018,-4.736415796210925
2014-03-05,-0.002302293252577212,0.0,0.0,0.0,-0.002302293252577212,0.998141004486325,1.0501854712450018,-4.955740503339637
2014-03-06,0.0,0.0,0.0,0.0,0.0,0.998141004486325,1.0501854712450018,-4.955740503339637
2014-03-07,0.0,0.0,0.0,0.0,0.0,0.998141004486325,1.0501854712450018,-4.955740503339637
2014-03-10,-0.0010553808632388284,-0.009734906180413895,0.0,0.0,-0.010790287043652723,0.9873707765378777,1.0501854712450018,-5.981295345160017
2014-03-11,0.0,0.0,0.0,0.0,0.0,0.9873707765378777,1.0501854712450018,-5.981295345160017
2014-03-12,0.0,-0.019071803392724455,0.0,0.0,-0.019071803392724455,0.9685398352120257,1.0501854712450018,-7.7744015955757515
2014-03-13,-0.014672074589426286,0.0,0.0,0.0,-0.014672074589426286,0.9543293465069642,1.0501854712450018,-9.127542454419936
2014-03-14,0.0,0.0,0.0,0.0,0.0,0.9543293465069642,1.0501854712450018,-9.127542454419936
2014-03-17,0.004503958277483976,0.0,0.0,0.0,0.004503958277483976,0.9586276060666101,1.0501854712450018,-8.718256697062209
2014-03-18,0.0,0.0,0.0,0.0,0.0,0.9586276060666101,1.0501854712450018,-8.718256697062209
2014-03-19,-0.015074556442477719,0.0,0.0,0.0,-0.015074556442477719,0.9441767201116418,1.0501854712450018,-10.094288488650104
2014-03-20,0.0,0.0,0.0,0.0,0.0,0.9441767201116418,1.0501854712450018,-10.094288488650104
2014-03-21,0.0,0.0,0.0,0.0,0.0,0.9441767201116418,1.0501854712450018,-10.094288488650104
2014-03-24,0.0,0.0,0.0,0.0,0.0,0.9441767201116418,1.0501854712450018,-10.094288488650104
2014-03-25,0.0,0.0,0.0,0.0,0.0,0.9441767201116418,1.0501854712450018,-10.094288488650104
2014-03-26,0.0,0.0,0.0,0.0,0.0,0.9441767201116418,1.0501854712450018,-10.094288488650104
2014-03-27,0.0,0.0,0.0,0.00301047883206207,0.00301047883206207,0.9470191441412638,1.0501854712450018,-9.823629247263696
2014-03-28,0.0,0.0,0.0,0.0,0.0,0.9470191441412638,1.0501854712450018,-9.823629247263696
2014-03-31,0.0,0.0,0.0,0.0,0.0,0.9470191441412638,1.0501854712450018,-9.823629247263696
2014-04-01,0.0,0.010563250988782986,0.0,0.0,0.010563250988782986,0.9570227450520103,1.0501854712450018,-8.871073609744997
2014-04-02,0.0,0.0,0.0,-0.0029747329439725845,-0.0029747329439725845,0.9541758579641731,1.0501854712450018,-9.142157829226932
2014-04-03,0.0,0.01031434492102103,0.0,0.0,0.01031434492102103,0.9640175568785267,1.0501854712450018,-8.205018706297894
2014-04-04,0.0,0.0,0.0,-0.0019232965320171449,-0.0019232965320171449,0.9621634652545786,1.0501854712450018,-8.381567675476651
2014-04-07,0.0,0.002629736325996949,0.0,0.0,0.002629736325996949,0.9646937014707058,1.0501854712450018,-8.140635355861951
2014-04-08,0.0,0.0,0.0,0.0026529095898538903,0.0026529095898538903,0.9672529466426091,1.0501854712450018,-7.896940766479629
2014-04-09,0.0,0.0,0.0,0.0,0.0,0.9672529466426091,1.0501854712450018,-7.896940766479629
2014-04-10,0.0,0.0,0.0,0.0,0.0,0.9672529466426091,1.0501854712450018,-7.896940766479629
2014-04-11,0.0,0.010256999367197837,0.0,0.004950094999631784,0.015207094366829621,0.9819620534787973,1.0501854712450018,-6.496320853241784
2014-04-14,0.0,0.0,0.0,0.0,0.0,0.9819620534787973,1.0501854712450018,-6.496320853241784
2014-04-15,0.0,0.0,0.0,0.0,0.0,0.9819620534787973,1.0501854712450018,-6.496320853241784
2014-04-16,0.0,0.0,0.0,0.0017120436695221642,0.0017120436695221642,0.9836432153961666,1.0501854712450018,-6.336238471281548
2014-04-17,0.0,0.0,0.0,0.0,0.0,0.9836432153961666,1.0501854712450018,-6.336238471281548
2014-04-18,0.0,-0.006138013736026897,0.0,0.0,-0.006138013736026897,0.9776055998287153,1.0501854712450018,-6.911147926112767
2014-04-21,0.0,0.0,0.0,0.0,0.0,0.9776055998287153,1.0501854712450018,-6.911147926112767
2014-04-22,0.0,0.0,0.0,0.0,0.0,0.9776055998287153,1.0501854712450018,-6.911147926112767
2014-04-23,0.0,0.0,0.0,-0.0028796788259066253,-0.0028796788259066253,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-04-24,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-04-25,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-04-28,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-04-29,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-04-30,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-05-02,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-05-07,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-05-08,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-05-09,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-05-12,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-05-13,0.0,0.0,0.0,0.0,0.0,0.9747904096828007,1.0501854712450018,-7.179213922357901
2014-05-14,0.0010614973375649012,0.0,0.0,0.0,0.0010614973375649012,0.9758251471073628,1.0501854712450018,-7.080684905065805
2014-05-15,0.0,-0.00022418614625777385,0.0,0.0,-0.00022418614625777385,0.9756063806282114,1.0501854712450018,-7.101516128229851
2014-05-16,0.0,0.0,0.0,0.0,0.0,0.9756063806282114,1.0501854712450018,-7.101516128229851
2014-05-19,0.0,0.0,0.0,0.0,0.0,0.9756063806282114,1.0501854712450018,-7.101516128229851
2014-05-20,0.0,0.0,0.0,0.0,0.0,0.9756063806282114,1.0501854712450018,-7.101516128229851
2014-05-21,0.006796330630601057,-0.008138754301043914,0.0,0.0,-0.0013424236704428563,0.9742967035298209,1.0501854712450018,-7.226225251927576
2014-05-22,0.0,0.0,0.0,0.0,0.0,0.9742967035298209,1.0501854712450018,-7.226225251927576
2014-05-23,0.0,-0.004465165835045494,0.0,0.0,-0.004465165835045494,0.969946307176022,1.0501854712450018,-7.640475541320881
2014-05-26,0.0010700687615624856,0.0,0.0,0.0,0.0010700687615624856,0.9709842164197241,1.0501854712450018,-7.541644499364872
2014-05-27,0.0,0.0,0.0,0.0,0.0,0.9709842164197241,1.0501854712450018,-7.541644499364872
2014-05-28,0.0017022425480425192,0.0,0.0,0.0,0.0017022425480425192,0.9726370670663914,1.0501854712450018,-7.384257952709655
2014-05-29,0.0,0.0,0.0,0.0,0.0,0.9726370670663914,1.0501854712450018,-7.384257952709655
2014-05-30,-0.011999939088627962,0.0,0.0,0.0,-0.011999939088627962,0.9609654815062529,1.0501854712450018,-8.495641215925222
2014-06-02,0.0,-0.01729729192400447,0.0,0.0,-0.01729729192400447,0.9443433810437478,1.0501854712450018,-10.0784188221322
2014-06-03,0.0,0.0,0.0,0.0,0.0,0.9443433810437478,1.0501854712450018,-10.0784188221322
2014-06-05,0.0,0.0,0.0,0.0,0.0,0.9443433810437478,1.0501854712450018,-10.0784188221322
2014-06-09,0.0,0.0,0.0,0.0,0.0,0.9443433810437478,1.0501854712450018,-10.0784188221322
2014-06-10,0.005946014651073127,0.0,0.0,0.0,0.005946014651073127,0.9499584606230778,1.0501854712450018,-9.543743783000949
2014-06-11,0.0,0.0,0.0,0.0,0.0,0.9499584606230778,1.0501854712450018,-9.543743783000949
2014-06-12,0.0,0.0,0.0,0.0,0.0,0.9499584606230778,1.0501854712450018,-9.543743783000949
2014-06-13,0.0,0.0,0.0,0.0,0.0,0.9499584606230778,1.0501854712450018,-9.543743783000949
2014-06-16,-0.005496835070836674,0.0,0.0,0.0,-0.005496835070836674,0.9447366956408868,1.0501854712450018,-10.040966904551137
2014-06-17,0.0,0.0,0.0,0.0,0.0,0.9447366956408868,1.0501854712450018,-10.040966904551137
2014-06-18,0.0,0.0,0.0,0.0,0.0,0.9447366956408868,1.0501854712450018,-10.040966904551137
2014-06-19,0.0,0.0,0.0,0.0,0.0,0.9447366956408868,1.0501854712450018,-10.040966904551137
2014-06-20,0.015707157259220103,0.0,0.0,0.0,0.015707157259220103,0.9595758234878741,1.0501854712450018,-8.627966224833546
2014-06-23,0.0,0.0,0.0,0.0,0.0,0.9595758234878741,1.0501854712450018,-8.627966224833546
2014-06-24,0.0,0.0,0.0,0.0022378315304681,0.0022378315304681,0.9617231925215501,1.0501854712450018,-8.42349100664848
2014-06-25,0.0010498094354862836,0.0,0.0,0.0,0.0010498094354862836,0.9627328186033852,1.0501854712450018,-8.32735312343837
2014-06-26,0.0,0.0,0.0,0.000646873907568553,0.000646873907568553,0.9633555853436996,1.0501854712450018,-8.268052480136184
2014-06-27,0.0,0.0,0.0,0.0,0.0,0.9633555853436996,1.0501854712450018,-8.268052480136184
2014-06-30,0.0,0.0,0.0,0.0,0.0,0.9633555853436996,1.0501854712450018,-8.268052480136184
2014-07-01,-8.333447668019684e-06,0.0,0.0,0.0,-8.333447668019684e-06,0.9633475572703434,1.0501854712450018,-8.268816923520331
2014-07-02,0.0,0.0,0.0,0.0,0.0,0.9633475572703434,1.0501854712450018,-8.268816923520331
2014-07-03,0.0,0.01584889097927276,0.0,0.0,0.01584889097927276,0.9786155476806697,1.0501854712450018,-6.814979403541501
2014-07-04,0.0,0.0,0.0,-0.0036800419049776317,-0.0036800419049776317,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-07,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-08,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-09,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-10,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-11,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-14,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-15,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-16,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-17,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-18,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-21,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-22,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-23,0.0,0.0,0.0,0.0,0.0,0.9750142014563422,1.0501854712450018,-7.157904184252671
2014-07-24,0.0,0.0,0.0,-0.0016400493977277045,-0.0016400493977277045,0.9734151300024678,1.0501854712450018,-7.3101698075790615
2014-07-25,0.0,0.0,0.0,0.0,0.0,0.9734151300024678,1.0501854712450018,-7.3101698075790615
2014-07-28,0.0,0.0,0.0,-0.004792467058353773,-0.004792467058353773,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-07-29,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-07-30,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-07-31,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-04,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-05,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-06,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-07,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-08,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-11,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-12,0.0,0.0,0.0,0.0,0.0,0.9687500700578279,1.0501854712450018,-7.75438276542064
2014-08-13,0.007249352904322921,0.0,0.0,0.0,0.007249352904322921,0.9757728811917646,1.0501854712450018,-7.08566173221008
2014-08-14,0.0,0.0,0.0,0.0,0.0,0.9757728811917646,1.0501854712450018,-7.08566173221008
2014-08-18,0.0,-0.0019056902736496874,0.0,0.0,-0.0019056902736496874,0.9739133603027863,1.0501854712450018,-7.262727682929611
2014-08-19,-0.014642267383695695,0.0,0.0,0.0,-0.014642267383695695,0.9596530604726794,1.0501854712450018,-8.62061162063075
2014-08-20,0.0,0.0,0.0,0.0,0.0,0.9596530604726794,1.0501854712450018,-8.62061162063075
2014-08-21,0.0,0.0,0.0,0.0,0.0,0.9596530604726794,1.0501854712450018,-8.62061162063075
2014-08-22,0.0,0.0,0.0,0.0,0.0,0.9596530604726794,1.0501854712450018,-8.62061162063075
2014-08-25,0.0,0.0,0.0,0.0,0.0,0.9596530604726794,1.0501854712450018,-8.62061162063075
2014-08-26,0.0,0.0,0.0,0.0,0.0,0.9596530604726794,1.0501854712450018,-8.62061162063075
2014-08-27,-0.003043200973118245,-0.00022399219947067834,0.0,0.0,-0.0032671931725889235,0.9565176885454489,1.0501854712450018,-8.919165734459183
2014-08-28,0.0,0.0,0.0,0.0,0.0,0.9565176885454489,1.0501854712450018,-8.919165734459183
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.9565176885454489,1.0501854712450018,-8.919165734459183
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.9565176885454489,1.0501854712450018,-8.919165734459183
2014-09-02,0.0,-0.00778128656188196,0.0,0.0,-0.00778128656188196,0.9490747503093678,1.0501854712450018,-9.627891806174635
2014-09-03,0.0,0.0,0.0,0.0,0.0,0.9490747503093678,1.0501854712450018,-9.627891806174635
2014-09-04,0.0,0.013203419776512754,0.0,0.0,0.013203419776512754,0.9616057826369915,1.0501854712450018,-8.434670925603127
2014-09-05,0.0,0.0,0.0,0.0,0.0,0.9616057826369915,1.0501854712450018,-8.434670925603127
2014-09-11,0.0,0.01587229798189519,0.0,0.0,0.01587229798189519,0.9768686761601194,1.0501854712450018,-6.981318737724002
2014-09-12,0.0,0.0,0.0,0.0,0.0,0.9768686761601194,1.0501854712450018,-6.981318737724002
2014-09-15,0.0,0.0,0.0,0.0,0.0,0.9768686761601194,1.0501854712450018,-6.981318737724002
2014-09-16,0.0,-0.0006284630738522954,0.0,0.0,-0.0006284630738522954,0.9762547502691498,1.0501854712450018,-7.039777544075783
2014-09-17,0.0,0.0,0.0,0.0,0.0,0.9762547502691498,1.0501854712450018,-7.039777544075783
2014-09-18,0.0,0.0,0.0,0.0,0.0,0.9762547502691498,1.0501854712450018,-7.039777544075783
2014-09-19,0.0,0.0,0.0,0.0,0.0,0.9762547502691498,1.0501854712450018,-7.039777544075783
2014-09-22,0.012190484661051876,0.0,0.0,0.0,0.012190484661051876,0.9881557688275848,1.0501854712450018,-5.906547378138872
2014-09-23,0.0,0.02576167672968425,0.0,0.0,0.02576167672968425,1.0136123183026937,1.0501854712450018,-3.4825422693146195
